Date,Investment,Type,Amount,Shares
03/11/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","4.522"
03/11/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","11.108"
02/11/2009,FID VALUE K,CONTRIBUTION,"193.50","5.372"
02/11/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","43.484"
02/11/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","6.168"
02/11/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","4.132"
02/11/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","9.928"
01/15/2009,FID VALUE K,CONTRIBUTION,"2,613.49","70.236"
01/15/2009,FID SEL WIRELESS,CONTRIBUTION,"2,613.49","614.939"
01/15/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"2,613.50","91.863"
01/15/2009,FID SEL CONS STAPLES,CONTRIBUTION,"2,613.49","54.278"
01/15/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"2,613.50","131.995"
01/07/2009,FID VALUE K,CONTRIBUTION,"193.50","4.736"
01/07/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","42.528"
01/07/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","6.534"
01/07/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.806"
01/07/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","8.992"
12/31/2010,FID NEW MARKETS INC,Dividends and Interest,"36.45","2.329"
12/31/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.65","0.485"
12/31/2010,FID HIGH INCOME,Dividends and Interest,"39.29","4.394"
12/31/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"192.59","20.423"
12/30/2010,FID SEL NATURAL RES,Dividends and Interest,"7.04","0.203"
12/30/2010,FID SEL ENERGY,Dividends and Interest,"1.31","0.025"
12/30/2010,FID LATIN AMERICA,Dividends and Interest,"2.27","0.038"
12/29/2010,FID SEL WIRELESS,CONTRIBUTION,"127.40","16.632"
12/29/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"127.40","1.328"
12/29/2010,FID SEL ENERGY,CONTRIBUTION,"127.40","2.442"
12/29/2010,FID SEL CONS STAPLES,CONTRIBUTION,"127.40","1.864"
12/29/2010,FID LATIN AMERICA,CONTRIBUTION,"127.40","2.190"
12/22/2010,FID SEL WIRELESS,CONTRIBUTION,"753.20","98.072"
12/22/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"753.20","7.840"
12/22/2010,FID SEL ENERGY,CONTRIBUTION,"753.20","14.586"
12/22/2010,FID SEL CONS STAPLES,CONTRIBUTION,"753.20","11.014"
12/22/2010,FID LATIN AMERICA,CONTRIBUTION,"753.20","13.080"
12/17/2010,FID NEW MARKETS INC,Dividends and Interest,"49.91","3.201"
12/17/2010,FID INFLAT PROT BOND,Dividends and Interest,"40.51","3.483"
12/15/2010,FID SEL WIRELESS,CONTRIBUTION,"127.40","16.830"
12/15/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"127.40","1.350"
12/15/2010,FID SEL ENERGY,CONTRIBUTION,"127.40","2.546"
12/15/2010,FID SEL CONS STAPLES,CONTRIBUTION,"127.40","1.894"
12/15/2010,FID LATIN AMERICA,CONTRIBUTION,"127.40","2.248"
12/10/2010,FID SEL NATURAL RES,Dividends and Interest,"62.75","1.877"
12/10/2010,FID SEL ENERGY,Dividends and Interest,"15.62","0.310"
12/10/2010,FID SEL CONS STAPLES,Dividends and Interest,"713.65","10.647"
12/03/2010,FID VALUE K,Dividends and Interest,"388.09","5.822"
12/03/2010,FID SEL WIRELESS,Dividends and Interest,"330.99","44.132"
12/03/2010,FID LATIN AMERICA,Dividends and Interest,"26.65","0.461"
12/01/2010,FID SEL WIRELESS,CONTRIBUTION,"127.40","16.986"
12/01/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"127.40","1.378"
12/01/2010,FID SEL ENERGY,CONTRIBUTION,"127.40","2.592"
12/01/2010,FID SEL CONS STAPLES,CONTRIBUTION,"127.40","1.880"
12/01/2010,FID LATIN AMERICA,CONTRIBUTION,"127.40","2.226"
11/30/2010,FID NEW MARKETS INC,Dividends and Interest,"24.72","1.560"
11/30/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.25","0.441"
11/30/2010,FID HIGH INCOME,Dividends and Interest,"15.75","1.772"
11/30/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"54.52","5.882"
11/17/2010,FID SEL WIRELESS,CONTRIBUTION,"127.40","17.192"
11/17/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"127.40","1.450"
11/17/2010,FID SEL ENERGY,CONTRIBUTION,"127.40","2.712"
11/17/2010,FID SEL CONS STAPLES,CONTRIBUTION,"127.40","1.900"
11/17/2010,FID LATIN AMERICA,CONTRIBUTION,"127.40","2.248"
11/03/2010,FID SEL WIRELESS,CONTRIBUTION,"127.40","16.654"
11/03/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"127.40","1.406"
11/03/2010,FID SEL ENERGY,CONTRIBUTION,"127.40","2.798"
11/03/2010,FID SEL CONS STAPLES,CONTRIBUTION,"127.40","1.868"
11/03/2010,FID LATIN AMERICA,CONTRIBUTION,"127.40","2.174"
10/29/2010,FID NEW MARKETS INC,Dividends and Interest,"25.92","1.576"
10/29/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.36","0.442"
10/29/2010,FID HIGH INCOME,Dividends and Interest,"16.15","1.789"
10/29/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"56.88","6.051"
10/20/2010,FID SEL WIRELESS,CONTRIBUTION,"127.40","17.032"
10/20/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"127.40","1.468"
10/20/2010,FID SEL ENERGY,CONTRIBUTION,"127.40","2.860"
10/20/2010,FID SEL CONS STAPLES,CONTRIBUTION,"127.40","1.890"
10/20/2010,FID LATIN AMERICA,CONTRIBUTION,"127.40","2.224"
09/30/2010,FID NEW MARKETS INC,Dividends and Interest,"25.00","1.539"
09/30/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.14","0.435"
09/30/2010,FID HIGH INCOME,Dividends and Interest,"16.02","1.812"
09/30/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"54.13","5.961"
09/29/2010,FID LATIN AMERICA,Dividends and Interest,"38.58","0.704"
09/08/2010,FID SEL WIRELESS,CONTRIBUTION,"225.84","32.126"
09/08/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"225.84","2.900"
09/08/2010,FID SEL ENERGY,CONTRIBUTION,"225.86","5.594"
09/08/2010,FID SEL CONS STAPLES,CONTRIBUTION,"225.84","3.598"
09/08/2010,FID LATIN AMERICA,CONTRIBUTION,"225.84","4.284"
08/31/2010,FID NEW MARKETS INC,Dividends and Interest,"29.62","1.848"
08/31/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.31","0.450"
08/31/2010,FID HIGH INCOME,Dividends and Interest,"16.61","1.925"
08/31/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"55.23","6.334"
08/11/2010,FID SEL WIRELESS,CONTRIBUTION,"276.02","40.592"
08/11/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"276.02","3.684"
08/11/2010,FID SEL ENERGY,CONTRIBUTION,"276.04","6.866"
08/11/2010,FID SEL CONS STAPLES,CONTRIBUTION,"276.04","4.484"
08/11/2010,FID LATIN AMERICA,CONTRIBUTION,"276.04","5.514"
07/30/2010,FID NEW MARKETS INC,Dividends and Interest,"24.58","1.560"
07/30/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.48","0.472"
07/30/2010,FID HIGH INCOME,Dividends and Interest,"16.96","1.954"
07/30/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"56.47","6.402"
07/07/2010,FID SEL WIRELESS,CONTRIBUTION,"276.02","42.012"
07/07/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"276.02","3.756"
07/07/2010,FID SEL ENERGY,CONTRIBUTION,"276.04","7.104"
07/07/2010,FID SEL CONS STAPLES,CONTRIBUTION,"276.04","4.660"
07/07/2010,FID LATIN AMERICA,CONTRIBUTION,"276.04","5.728"
06/30/2010,FID NEW MARKETS INC,Dividends and Interest,"24.35","1.597"
06/30/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.33","0.459"
06/30/2010,FID HIGH INCOME,Dividends and Interest,"15.88","1.884"
06/30/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"54.20","6.354"
06/11/2010,FID INFLAT PROT BOND,Dividends and Interest,"7.36","0.641"
06/09/2010,FID SEL WIRELESS,CONTRIBUTION,"270.90","42.460"
06/09/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"270.90","3.800"
06/09/2010,FID SEL ENERGY,CONTRIBUTION,"270.90","7.114"
06/09/2010,FID SEL CONS STAPLES,CONTRIBUTION,"270.90","4.630"
06/09/2010,FID LATIN AMERICA,CONTRIBUTION,"270.90","5.922"
05/28/2010,FID NEW MARKETS INC,Dividends and Interest,"26.67","1.769"
05/28/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.61","0.490"
05/28/2010,FID HIGH INCOME,Dividends and Interest,"16.76","1.990"
05/28/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"60.47","7.031"
05/12/2010,FID SEL WIRELESS,CONTRIBUTION,"270.90","40.014"
05/12/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"270.90","3.426"
05/12/2010,FID SEL ENERGY,CONTRIBUTION,"270.90","6.246"
05/12/2010,FID SEL CONS STAPLES,CONTRIBUTION,"270.90","4.368"
05/12/2010,FID LATIN AMERICA,CONTRIBUTION,"270.90","5.506"
04/30/2010,FID NEW MARKETS INC,Dividends and Interest,"26.48","1.703"
04/30/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.38","0.468"
04/30/2010,FID HIGH INCOME,Dividends and Interest,"15.34","1.739"
04/30/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"52.55","5.762"
04/09/2010,FID SEL NATURAL RES,Dividends and Interest,"3.69","0.124"
04/09/2010,FID SEL CONS STAPLES,Dividends and Interest,"34.57","0.538"
04/07/2010,FID SEL WIRELESS,CONTRIBUTION,"270.90","39.318"
04/07/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"270.90","3.424"
04/07/2010,FID SEL ENERGY,CONTRIBUTION,"270.90","5.948"
04/07/2010,FID SEL CONS STAPLES,CONTRIBUTION,"270.90","4.246"
04/07/2010,FID LATIN AMERICA,CONTRIBUTION,"270.90","5.152"
03/31/2010,FID NEW MARKETS INC,Dividends and Interest,"27.81","1.796"
03/31/2010,FID INFLAT PROT BOND,Dividends and Interest,"5.65","0.503"
03/31/2010,FID HIGH INCOME,Dividends and Interest,"15.92","1.836"
03/31/2010,FID CAPITAL &amp; INCOME,Dividends and Interest,"56.40","6.323"
03/10/2010,FID SEL WIRELESS,CONTRIBUTION,"270.90","39.548"
03/10/2010,FID SEL TECHNOLOGY,CONTRIBUTION,"270.90","3.530"
03/10/2010,FID SEL ENERGY,CONTRIBUTION,"270.90","5.920"
03/10/2010,FID SEL CONS STAPLES,CONTRIBUTION,"270.90","4.336"
