portfolio,action,time,amount,balance,unit,transferId,tradeId,orderId
default,match,2021-03-03T09:00:22.564Z,-0.0400000000000000,1.1651099500000000,BTC,,140580988,f668c9b2-00d7-4345-b079-4722720a0b7c
default,match,2021-03-03T09:00:22.564Z,2040.0000000000000000,108738.5131307500000000,USD,,140580988,f668c9b2-00d7-4345-b079-4722720a0b7c
default,fee,2021-03-03T09:00:22.564Z,-3.0600000000000000,108735.4531307500000000,USD,,140580988,f668c9b2-00d7-4345-b079-4722720a0b7c
default,match,2021-03-03T09:00:22.578Z,-0.1651100500000000,0.9999999000000000,BTC,,140580989,f668c9b2-00d7-4345-b079-4722720a0b7c
default,match,2021-03-03T09:00:22.578Z,8420.6125500000000000,117156.0656807500000000,USD,,140580989,f668c9b2-00d7-4345-b079-4722720a0b7c
default,fee,2021-03-03T09:00:22.578Z,-12.6309188250000000,117143.4347619250000000,USD,,140580989,f668c9b2-00d7-4345-b079-4722720a0b7c
default,match,2021-03-05T00:51:35.379Z,-13292.4047345000000000,103851.0300274250000000,USD,,90448450,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
default,match,2021-03-05T00:51:35.379Z,9.0117998200000000,23.0117998200000000,ETH,,90448450,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
default,fee,2021-03-05T00:51:35.379Z,-19.9386071017500000,103831.0914203232500000,USD,,90448450,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
default,match,2021-03-05T00:51:36.770Z,-710.2081782500000000,103120.8832420732500000,USD,,90448454,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
default,match,2021-03-05T00:51:36.770Z,0.4814970700000000,23.4932968900000000,ETH,,90448454,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
default,fee,2021-03-05T00:51:36.770Z,-1.0653122673750000,103119.8179298058750000,USD,,90448454,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
default,match,2021-03-05T00:51:36.888Z,-9597.3870872500000000,93522.4308425558750000,USD,,90448455,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
default,match,2021-03-05T00:51:36.888Z,6.5067031100000000,30.0000000000000000,ETH,,90448455,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
default,fee,2021-03-05T00:51:36.888Z,-14.3960806308750000,93508.0347619250000000,USD,,90448455,4fc374e0-d3f4-4e01-b545-e5eaeec0b329
